,Share Capital +,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,quarter(10yrs),ScripCode
0,2979,166467,92447,65298,327191,138814,25363,38596,124418,327191,Mar 2012,500325
1,2936,179119,107219,73083,362357,133487,49952,42848,136070,362357,Mar 2013,500325
2,2940,195747,138761,91395,428843,141417,91494,60602,135330,428843,Mar 2014,500325
3,2943,215556,168251,117736,504486,156458,166462,76451,105115,504486,Mar 2015,500325
4,2948,228608,194714,172727,598997,184910,228697,84015,101375,598997,Mar 2016,500325
5,2959,260750,217475,225618,706802,198526,324837,82899,100540,706802,Mar 2017,500325
6,5922,287584,239843,277924,811273,403885,187022,82862,137504,811273,Mar 2018,500325
7,5926,381186,307714,302804,997630,398374,179463,235635,184158,997630,Mar 2019,500325
8,6339,442827,355133,358716,1163015,532658,109106,276767,244484,1163015,Mar 2020,500325
9,6445,693727,278962,340931,1320065,541258,125953,364828,288026,1320065,Mar 2021,500325
10,6765,772720,319158,399979,1498622,627798,172506,394264,304054,1498622,Mar 2022,500325
11,6766,814387,335134,557219,1713506,899786,117259,336633,359828,1713506,Mar 2023,500325
12,296,29284,127,11551,41157,8662,1446,1350,29698,41157,Mar 2012,532540
13,296,38350,232,13154,51932,9828,1895,1897,38312,51932,Mar 2013,532540
14,196,48999,297,17337,66829,9544,3168,3434,50682,66829,Mar 2014,532540
15,196,50439,358,22325,73318,11638,2766,1662,57252,73318,Mar 2015,532540
16,197,70875,245,16974,88291,11774,1670,22822,52025,88291,Mar 2016,532540
17,197,86017,289,15830,102333,11701,1541,41980,47111,102333,Mar 2017,532540
18,191,84937,247,19751,105126,11973,1278,36008,55867,105126,Mar 2018,532540
19,375,89071,62,24393,113901,12290,963,29330,71318,113901,Mar 2019,532540
20,375,83751,8174,27820,120120,20928,906,26356,71930,120120,Mar 2020,532540
21,370,86063,7795,35764,129992,21021,926,29373,78672,129992,Mar 2021,532540
22,366,88773,7818,43967,140924,21298,1205,30485,87936,140924,Mar 2022,532540
23,366,90058,7688,44747,142859,20515,1234,37163,83947,142859,Mar 2023,532540
24,469,29741,272874,37971,341055,2378,0,96795,241882,341055,Mar 2012,500180
25,476,36167,335588,35492,407723,2773,0,110960,293989,407723,Mar 2013,500180
26,480,43687,416677,42776,503620,3026,0,119571,381023,503620,Mar 2014,500180
27,501,62653,509762,34181,607097,3225,0,149454,454417,607097,Mar 2015,500180
28,506,73798,649587,38321,762212,3667,0,193634,564912,762212,Mar 2016,500180
29,513,91281,741550,59000,892344,4000,0,210777,677567,892344,Mar 2017,500180
30,519,109080,944817,48770,1103186,4008,0,238461,860717,1103186,Mar 2018,500180
31,545,153128,1080235,58898,1292806,4369,0,289446,998991,1292806,Mar 2019,500180
32,548,175810,1333041,71430,1580830,4776,0,389305,1186750,1580830,Mar 2020,500180
33,551,209259,1511418,78279,1799507,5248,0,438823,1355435,1799507,Mar 2021,500180
34,555,246772,1784970,90639,2122934,6432,0,449264,1667238,2122934,Mar 2022,500180
35,,,,,,,,,,,Mar 2023,500180
36,1153,60124,443247,114763,619287,5432,0,239864,373991,619287,Mar 2012,532174
37,1154,67609,487659,118401,674822,5473,0,255667,413682,674822,Mar 2013,532174
38,1155,75275,543055,128278,747762,5507,0,267609,474646,747762,Mar 2014,532174
39,1160,83545,597207,144167,826079,5871,0,274311,545897,826079,Mar 2015,532174
40,1163,92948,671455,153190,918756,8713,0,286044,623999,918756,Mar 2016,532174
41,1165,103467,700874,180219,985725,9338,0,304373,672013,985725,Mar 2017,532174
42,1286,109344,815198,198453,1124281,9465,0,372208,742608,1124281,Mar 2018,532174
43,1289,112964,891641,232899,1238794,9660,0,398201,830933,1238794,Mar 2019,532174
44,1295,121665,1014636,239696,1377292,10409,0,443473,923411,1377292,Mar 2020,532174
45,1383,156204,1103840,312385,1573812,10917,0,536579,1026317,1573812,Mar 2021,532174
46,1390,180663,1252968,317616,1752637,10707,0,567098,1174833,1752637,Mar 2022,532174
47,,,,,,,,,,,Mar 2023,532174
48,216,3465,0,7726,11407,2263,228,2322,6595,11407,Mar 2012,500696
49,216,2649,25,9202,12092,2431,222,2252,7186,12092,Mar 2013,500696
50,216,3321,46,10171,13754,2746,373,2838,7797,13754,Mar 2014,500696
51,216,3811,43,10359,14430,2821,516,3025,8067,14430,Mar 2015,500696
52,216,6357,177,8043,14793,3258,408,2592,8535,14793,Mar 2016,500696
53,216,6528,277,8685,15706,4419,229,3794,7264,15706,Mar 2017,500696
54,216,7065,0,10581,17862,4528,461,2873,10000,17862,Mar 2018,500696
55,216,7651,99,10663,18629,4715,406,2716,10792,18629,Mar 2019,500696
56,216,8013,0,11924,20153,5479,597,1255,12822,20153,Mar 2020,500696
57,235,47439,1009,20057,68740,51443,745,2709,13843,68740,Mar 2021,500696
58,235,48826,1043,20402,70506,51473,1313,3521,14199,70506,Mar 2022,500696
59,235,50071,1219,21562,73087,52747,1132,2813,16395,73087,Mar 2023,500696
60,286,31046,0,7025,38357,5555,590,372,31840,38357,Mar 2012,500209
61,286,37708,0,8281,46275,7139,1140,2116,35880,46275,Mar 2013,500209
62,286,44244,0,12436,56966,8378,961,4331,43296,56966,Mar 2014,500209
63,572,50164,0,15553,66289,11346,776,2270,51897,66289,Mar 2015,500209
64,1144,60600,0,13354,75098,13386,960,1892,58860,75098,Mar 2016,500209
65,1144,67838,0,14166,83148,14179,1365,16423,51181,83148,Mar 2017,500209
66,1088,63835,0,14426,79349,12574,1606,12163,53006,79349,Mar 2018,500209
67,2170,62778,0,19118,84066,15710,1388,11261,55707,84066,Mar 2019,500209
68,2122,63328,4633,21717,91800,23789,954,8792,58265,91800,Mar 2020,500209
69,2124,74227,5325,25835,107511,25505,922,14205,66879,107511,Mar 2021,500209
70,2098,73252,5474,35905,116729,25800,416,20324,70189,116729,Mar 2022,500209
71,2069,73338,8299,40890,124596,29225,288,19478,75605,124596,Mar 2023,500209
72,782,18677,118,10509,30085,10007,2396,5207,12475,30085,Mar 2012,500875
73,790,22368,102,12069,35329,12140,2062,5981,15146,35329,Mar 2013,500875
74,795,26442,242,13369,40848,12921,3117,7284,17526,40848,Mar 2014,500875
75,802,30934,269,13948,45952,15303,2700,6943,21006,45952,Mar 2015,500875
76,805,41875,84,8888,51651,15107,2560,11748,22237,51651,Mar 2016,500875
77,1215,45198,46,9440,55898,15893,3730,17581,18694,55898,Mar 2017,500875
78,1220,51290,36,11695,64241,16524,5508,22053,20156,64241,Mar 2018,500875
79,1226,57915,13,12585,71739,19374,4136,25043,23185,71739,Mar 2019,500875
80,1229,64044,277,11760,77311,21713,3256,28663,23678,77311,Mar 2020,500875
81,1231,59116,271,13143,73761,23298,4011,24871,21580,73761,Mar 2021,500875
82,1232,61223,249,14491,77196,24232,3226,24841,24898,77196,Mar 2022,500875
83,1243,67912,306,16422,85883,25870,2985,29415,27613,85883,Mar 2023,500875
84,671,105559,1572681,150720,1829631,7027,381,460949,1361274,1829631,Mar 2012,500112
85,684,124349,1831126,176355,2132514,8694,676,519343,1603801,2132514,Mar 2013,500112
86,747,146624,2062612,185573,2395556,10223,337,579401,1805595,2395556,Mar 2014,500112
87,747,160641,2297624,240149,2699161,12924,400,673507,2012329,2699161,Mar 2015,500112
88,776,179816,2615257,276472,3072321,15415,786,807375,2248746,3072321,Mar 2016,500112
89,797,216395,2936176,288391,3441760,51189,695,1027281,2362594,3441760,Mar 2017,500112
90,892,229429,3091258,294860,3616439,40301,925,1183794,2391419,3616439,Mar 2018,500112
91,892,233603,3354289,299676,3888460,39941,762,1119270,2728487,3888460,Mar 2019,500112
92,892,250168,3607061,339364,4197486,39608,470,1228284,2929123,4197486,Mar 2020,500112
93,892,274669,4149127,420926,4845615,41600,116,1595100,3208798,4845615,Mar 2021,500112
94,892,304696,4536570,518719,5360878,41032,28,1776490,3543328,5360878,Mar 2022,500112
95,,,,,,,,,,,Mar 2023,500112
96,295,23921,142479,45641,212336,842,7,48639,162849,212336,Mar 2012,500010
97,309,31581,163663,56225,251778,851,32,59492,191403,251778,Mar 2013,500010
98,312,37263,190602,68712,296889,1002,21,72914,222951,296889,Mar 2014,500010
99,315,44757,217357,87078,349507,1470,9,93782,254245,349507,Mar 2015,500010
100,316,50534,249418,97519,397786,1568,19,104721,291478,397786,Mar 2016,500010
101,318,59690,293795,120319,474122,2266,54,132855,338947,474122,Mar 2017,500010
102,335,91488,336416,138320,566560,2349,23,172218,391969,566560,Mar 2018,500010
103,344,111389,386755,162321,660810,2310,24,210704,447771,660810,Mar 2019,500010
104,346,126133,425368,177936,729782,5476,59,243248,481000,729782,Mar 2020,500010
105,361,156045,447011,225814,829230,5312,47,302481,521390,829230,Mar 2021,500010
106,363,179184,507460,279224,966230,12745,39,352484,600962,966230,Mar 2022,500010
107,367,201108,582265,307789,1091529,12708,12,155485,923325,1091529,Mar 2023,500010
108,1899,48712,69023,36265,155900,129168,4414,1836,20482,155900,Mar 2012,532454
109,1899,48423,66736,40912,157970,125674,2992,7710,21594,157970,Mar 2013,532454
110,1999,57757,75896,45840,181492,140614,0,15531,25347,181492,Mar 2014,532454
111,1999,37778,83415,58747,181939,124279,17415,10752,29494,181939,Mar 2015,532454
112,1999,64771,100646,57056,224472,172293,5702,11977,34500,224472,Mar 2016,532454
113,1999,65458,107288,57578,232322,178235,10838,14339,28910,232322,Mar 2017,532454
114,1999,67536,111334,68653,249521,187200,9751,16159,36411,249521,Mar 2018,532454
115,1999,69424,125428,77176,274026,200832,9634,15711,47850,274026,Mar 2019,532454
116,2728,74417,148228,133718,359091,229256,4282,25476,100077,359091,Mar 2020,532454
117,2746,56207,162785,122679,344417,223480,5726,27550,87661,344417,Mar 2021,532454
118,2795,63759,169678,124975,361207,244083,5955,29349,81820,361207,Mar 2022,532454
119,2837,74726,226020,143050,446633,315790,11029,32954,86860,446633,Mar 2023,532454
120,50,4750,26655,1325,32780,252,0,326,32201,32780,Mar 2015,500034
121,54,7271,37025,2624,46973,290,0,1029,45654,46973,Mar 2016,500034
122,109,9491,49250,4881,63731,366,0,4070,59295,63731,Mar 2017,500034
123,115,15733,66557,2393,84798,470,0,3139,81189,84798,Mar 2018,500034
124,115,19582,101588,2948,124233,695,0,8599,114939,124233,Mar 2019,500034
125,120,32208,129806,2257,164391,1321,0,17544,145526,164391,Mar 2020,500034
126,120,36798,131634,2918,171470,1316,51,18397,151707,171470,Mar 2021,500034
127,121,43592,165232,3561,212505,1716,34,12246,198509,212505,Mar 2022,500034
128,121,54251,216690,4166,275229,2373,15,22752,250089,275229,Mar 2023,500034
129,370,12566,65655,13731,92323,615,0,31658,60049,92323,Mar 2012,500247
130,373,14894,85561,15006,115835,620,0,40907,74308,115835,Mar 2013,500247
131,385,18699,85937,17176,122197,1264,0,38791,82142,122197,Mar 2014,500247
132,386,21770,104258,22049,148464,1385,0,45589,101490,148464,Mar 2015,500247
133,917,32447,179679,27761,240804,1761,0,70274,168769,240804,Mar 2016,500247
134,920,37572,205230,32465,276188,1759,0,68462,205967,276188,Mar 2017,500247
135,953,49535,249840,37392,337720,2543,0,90977,244201,337720,Mar 2018,500247
136,1454,56827,291263,46126,395171,2697,0,103487,288987,395171,Mar 2019,500247
137,1457,65680,325977,50559,443173,2675,0,111197,329301,443173,Mar 2020,500247
138,1491,83348,326610,67905,478854,2554,0,156946,319355,478854,Mar 2021,500247
139,1492,95673,365235,84597,546498,2723,0,164529,379245,546498,Mar 2022,500247
140,,,,,,,,,,,Mar 2023,500247
141,100,506,0,2571339,2571946,2403,182,2335631,233729,2571946,Mar 2017,543526
142,100,550,0,2844339,2844989,2574,175,2604269,237972,2844989,Mar 2018,543526
143,100,579,0,3111132,3111811,2643,241,2829867,279059,3111811,Mar 2019,543526
144,100,640,0,3202760,3203500,17138,246,2906128,279988,3203500,Mar 2020,543526
145,100,6261,0,3805395,3811756,17693,148,3506930,286984,3811756,Mar 2021,543526
146,6325,4084,0,4220181,4230590,17744,198,3911654,300993,4230590,Mar 2022,543526
147,6325,39344,0,4504843,4550512,3820,0,4244851,301842,4550512,Mar 2023,543526
148,122,29264,51568,38228,119182,19403,14913,8789,76076,119182,Mar 2012,500510
149,123,33737,63144,45924,142928,30389,11351,8768,92421,142928,Mar 2013,500510
150,185,37526,80846,50324,168881,32397,14179,8109,114197,168881,Mar 2014,500510
151,186,40723,93630,58727,193266,34738,14993,9612,133923,193266,Mar 2015,500510
152,1499,43994,86822,63088,194091,14176,10974,15465,153475,194091,Mar 2016,500510
153,1334,50030,92807,68547,211571,16677,13298,19753,161843,211571,Mar 2017,500510
154,1186,54623,106619,81717,243240,18580,13443,15311,195905,243240,Mar 2018,500510
155,1257,62094,124579,91083,278036,21194,13919,20907,222016,278036,Mar 2019,500510
156,1685,66442,141770,98194,306687,43653,3311,20047,239675,306687,Mar 2020,500510
157,1405,75588,133505,100721,310095,44319,500,39627,225649,310095,Mar 2021,500510
158,497,82127,125292,111310,319010,42737,1250,39603,235420,319010,Mar 2022,500510
159,281,89045,120650,120376,330352,42757,2949,44798,239847,330352,Mar 2023,500510
160,139,9699,2179,6320,18338,6453,578,673,10633,18338,Jun 2012,532281
161,139,13025,1044,8191,22399,6753,494,713,14440,22399,Jun 2013,532281
162,140,19410,1018,9412,29980,7444,531,662,21343,29980,Jun 2014,532281
163,281,23943,648,10372,35245,8275,552,869,25548,35245,Jun 2015,532281
164,282,27109,1090,10859,39341,9716,611,698,28315,39341,Mar 2016,532281
165,285,32664,582,12231,45762,15235,448,1306,28773,45762,Mar 2017,532281
166,278,36108,557,11046,47989,18753,320,2660,26256,47989,Mar 2018,532281
167,271,41095,4195,12788,58349,22888,235,2305,32921,58349,Mar 2019,532281
168,543,50724,7986,23566,82819,37490,400,7066,37863,82819,Mar 2020,532281
169,543,59370,6864,19270,86047,37145,312,6862,41728,86047,Mar 2021,532281
170,543,61371,6343,20664,88921,35077,129,6351,47364,88921,Mar 2022,532281
171,543,64862,4786,23220,93411,34619,40,5495,53257,93411,Mar 2023,532281
172,96,2653,341,2623,5712,1301,617,355,3440,5712,Mar 2012,500820
173,96,3288,251,3149,6784,2441,59,296,3989,6784,Mar 2013,500820
174,96,3943,249,3787,8075,2562,72,1424,4019,8075,Mar 2014,500820
175,96,4646,418,3754,8914,2660,196,1588,4471,8914,Mar 2015,500820
176,96,6429,323,3711,10559,3416,107,2712,4324,10559,Mar 2016,500820
177,96,7508,560,4241,12405,3304,258,2652,6192,12405,Mar 2017,500820
178,96,8314,533,4820,13763,3732,1405,2141,6485,13763,Mar 2018,500820
179,96,9375,1320,5459,16249,6497,210,2569,6974,16249,Mar 2019,500820
180,96,10034,1118,4889,16138,6272,140,2019,7707,16138,Mar 2020,500820
181,96,12710,1093,6456,20355,5859,183,4737,9577,20355,Mar 2021,500820
182,96,13716,1587,7560,22958,5519,426,3248,13765,22958,Mar 2022,500820
183,96,15896,1933,7873,25798,5770,1020,4262,14746,25798,Mar 2023,500820
184,413,22269,254059,8675,285417,2204,80,92921,190211,285417,Mar 2012,532215
185,468,32690,296254,11145,340558,2245,142,113378,224792,340558,Mar 2013,532215
186,470,37926,333280,14674,386350,2346,102,113093,270810,386350,Mar 2014,532215
187,474,44475,406638,15656,467243,2447,105,118527,346164,467243,Mar 2015,532215
188,477,53082,472150,20678,546387,3358,216,131399,411414,546387,Mar 2016,532215
189,479,55901,527437,27644,611462,3518,292,129018,478633,611462,Mar 2017,532215
190,513,63694,611425,28071,703703,3697,352,153037,546618,703703,Mar 2018,532215
191,514,67288,711996,34248,814046,3842,288,174056,635860,814046,Mar 2019,532215
192,564,85776,797337,44194,927872,3912,483,155282,768196,927872,Mar 2020,532215
193,613,102981,850551,46859,1001005,4501,118,225336,771050,1001005,Mar 2021,532215
194,614,117647,1020692,56576,1195529,4753,215,274608,915952,1195529,Mar 2022,532215
195,,,,,,,,,,,Mar 2023,532215
196,110,19363,69479,18008,106960,37735,37221,542,31463,106960,Mar 2012,512599
197,110,21286,69332,21143,111871,48770,29248,323,33529,111871,Mar 2013,512599
198,110,23647,71980,22365,118102,70579,13574,288,33661,118102,Mar 2014,512599
199,110,25618,83571,21420,130718,83834,6733,744,39407,130718,Mar 2015,512599
200,110,13268,19169,9132,41679,10473,7705,805,22696,41679,Mar 2016,512599
201,110,14026,20846,12630,47611,13668,7731,1042,25170,47611,Mar 2017,512599
202,110,14979,17637,23679,56405,10555,5526,1461,38864,56405,Mar 2018,512599
203,110,14646,11243,16537,42536,9020,5765,1511,26240,42536,Mar 2019,512599
204,110,16837,12419,17509,46875,10476,7347,1952,27099,46875,Mar 2020,512599
205,110,17049,16227,18231,51617,10838,8825,5503,26451,51617,Mar 2021,512599
206,110,22147,41604,37726,101586,30123,23544,4292,43627,101586,Mar 2022,512599
207,114,32937,53200,55236,141488,63207,17699,6310,54271,141488,Mar 2023,512599
208,144,15530,1421,6004,23099,7746,943,6545,7866,23099,Mar 2012,532500
209,151,18877,1569,6920,27517,10022,1966,7421,8107,27517,Mar 2013,532500
210,151,21345,2004,7975,31476,11034,2640,10527,7275,31476,Mar 2014,532500
211,151,24167,666,9492,34477,12490,1890,13298,6800,34477,Mar 2015,532500
212,151,30465,231,11879,42726,12530,1007,20676,8513,42726,Mar 2016,532500
213,151,36924,484,14402,51960,13311,1252,29151,8247,51960,Mar 2017,532500
214,151,42408,121,17568,60248,13389,2132,36123,8604,60248,Mar 2018,532500
215,151,46941,160,16717,63969,15437,1607,37504,9421,63969,Mar 2019,532500
216,151,49262,184,14031,63628,15744,1415,37488,8980,63628,Mar 2020,532500
217,151,52350,541,18335,71376,14989,1497,42945,11946,71376,Mar 2021,532500
218,151,55182,426,18896,74656,13747,2936,42035,15937,74656,Mar 2022,532500
219,151,61640,1247,21558,84597,17919,2815,49184,14678,84597,Mar 2023,532500
220,89,1372,6,3243,4710,384,25,2,4299,4710,Mar 2012,500114
221,89,1881,0,3914,5884,464,42,3,5375,5884,Mar 2013,500114
222,89,2434,807,2781,6111,614,33,3,5461,6111,Mar 2014,500114
223,89,2995,100,2684,5868,699,55,3,5111,5868,Mar 2015,500114
224,89,3418,113,2723,6342,771,107,30,5434,6342,Mar 2016,500114
225,89,4144,1882,2293,8408,1189,152,431,6636,8408,Mar 2017,500114
226,89,5001,1691,2740,9521,1474,43,36,7968,9521,Mar 2018,500114
227,89,5981,2393,3247,11710,1567,32,108,10003,11710,Mar 2019,500114
228,89,6580,3562,3313,13544,2633,18,158,10735,13544,Mar 2020,500114
229,89,7408,5638,3309,16444,2523,32,2824,11065,16444,Mar 2021,500114
230,89,9214,7275,4610,21188,2544,85,294,18265,21188,Mar 2022,500114
231,89,11762,9367,5805,27023,3009,133,2515,21366,27023,Mar 2023,500114
232,104,12132,321,3762,16319,3951,345,2213,9810,16319,Mar 2012,524715
233,104,14886,260,5128,20377,5647,563,2412,11756,20377,Mar 2013,524715
234,207,18318,2561,8009,29095,6817,842,2786,18650,29095,Mar 2014,524715
235,207,25431,8996,14089,48723,12682,2039,2716,31286,48723,Mar 2015,524715
236,241,32742,8497,13948,55428,15872,2175,1830,35550,55428,Mar 2016,524715
237,240,36400,9832,14624,61095,17675,2801,1192,39427,61095,Mar 2017,524715
238,240,38074,10385,15598,64297,18853,2465,7143,35837,64297,Mar 2018,524715
239,240,41169,10514,12666,64590,21837,1411,7903,33439,64590,Mar 2019,524715
240,240,45025,8315,14615,68194,22847,1220,10143,33984,68194,Mar 2020,524715
241,240,46223,3869,17291,67622,21553,1567,9612,34890,67622,Mar 2021,524715
242,240,47771,1290,20466,69768,22460,1287,12849,33173,69768,Mar 2022,524715
243,240,55755,6886,17862,80744,28430,963,14830,36520,80744,Mar 2023,524715
244,72,5027,10201,44154,59454,818,18,43506,15113,59454,Mar 2012,532978
245,80,7722,12991,44578,65370,1208,2,43251,20910,65370,Mar 2013,532978
246,80,9232,19507,45565,74383,1262,1,45314,27805,74383,Mar 2014,532978
247,80,11009,26312,50827,88228,1261,3,51367,35598,88228,Mar 2015,532978
248,80,13519,36062,54290,103951,1274,11,53698,48969,103951,Mar 2016,532978
249,80,16071,48282,64181,128614,1645,4,62658,64306,128614,Mar 2017,532978
250,80,20403,65695,75337,161514,1792,28,69428,90266,161514,Mar 2018,532978
251,80,23660,99754,84934,208428,2097,66,81679,124587,208428,Mar 2019,532978
252,80,31222,127212,92791,251304,3216,45,91821,156223,251304,Mar 2020,532978
253,80,35750,128461,115554,279845,3182,129,113654,162879,279845,Mar 2021,532978
254,80,40167,161179,131987,333413,3586,113,119222,210493,333413,Mar 2022,532978
255,159,46248,212265,146837,405509,4465,62,136176,264806,405509,Mar 2023,532978
256,534,148,381,128,1191,779,85,23,304,1191,Mar 2012,540376
257,544,245,526,176,1492,925,118,16,433,1492,Mar 2013,540376
258,547,409,641,211,1808,1172,89,16,532,1808,Mar 2014,540376
259,562,638,904,251,2355,1528,98,15,713,2355,Mar 2015,540376
260,562,959,1192,389,3102,2094,82,29,897,3102,Mar 2016,540376
261,624,3218,1497,480,5819,2578,153,26,3063,5819,Mar 2017,540376
262,624,4045,439,540,5648,3400,147,68,2033,5648,Mar 2018,540376
263,624,4963,700,718,7006,4400,377,17,2212,7006,Mar 2019,540376
264,648,10432,333,663,12076,5948,364,15,5749,12076,Mar 2020,540376
265,648,11536,393,1079,13655,7009,1020,3,5624,13655,Mar 2021,540376
266,648,13030,647,1146,15471,9260,1129,6,5076,15471,Mar 2022,540376
267,648,15430,643,1385,18106,11340,829,202,5734,18106,Mar 2023,540376
268,274,12550,5891,6181,24896,13314,1940,3547,6095,24896,Mar 2012,532538
269,274,14955,7342,7010,29582,15050,3601,4709,6222,29582,Mar 2013,532538
270,274,16908,7332,7671,32185,18100,2186,4862,7037,32185,Mar 2014,532538
271,274,18767,9829,9183,38053,23343,2250,4500,7961,38053,Mar 2015,532538
272,274,21671,10616,8631,41193,25309,1469,5095,9319,41193,Mar 2016,532538
273,275,24117,8474,9343,42209,25904,921,6691,8693,42209,Mar 2017,532538
274,275,26107,19480,11280,57141,39715,1511,5447,10468,57141,Mar 2018,532538
