,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Raw PDF,quarter(10yrs),ScripCode,Revenue,Financing Profit,Financing Margin %,Gross NPA %,Net NPA %
1016,3760,3244,516,14%,319,95,141,599,16%,501,34.03,,Jun 2021,508869,,,,,
1017,3717,3102,615,17%,8,95,145,383,30%,267,17.24,,Sep 2021,508869,,,,,
1018,3639,3052,587,16%,23,94,149,367,34%,243,15.88,,Dec 2021,508869,,,,,
1019,3546,3083,463,13%,34,95,166,236,59%,97,6.27,,Mar 2022,508869,,,,,
1020,3796,3317,479,13%,16,93,148,254,-27%,324,22.05,,Jun 2022,508869,,,,,
1021,4251,3699,552,13%,23,93,155,327,35%,213,14.19,,Sep 2022,508869,,,,,
1022,4264,3780,484,11%,35,100,153,266,39%,162,10.67,,Dec 2022,508869,,,,,
1023,-8338,-7749,-589,,817,0,0,228,22%,179,1.24,,Mar 2020,540133,,,,,
1024,18746,18853,-106,-1%,439,0,0,333,14%,287,2.00,,Jun 2020,540133,,,,,
1025,16691,16641,50,0%,314,0,0,364,17%,302,2.11,,Sep 2020,540133,,,,,
1026,28463,28412,51,0%,299,0,0,350,13%,304,2.12,,Dec 2020,540133,,,,,
1027,19282,19726,-444,-2%,616,0,0,172,64%,63,0.44,,Mar 2021,540133,,,,,
1028,16211,17341,-1130,-7%,914,0,0,-215,14%,-185,-1.29,,Jun 2021,540133,,,,,
1029,23161,22960,201,1%,301,0,0,502,11%,446,3.10,,Sep 2021,540133,,,,,
1030,9930,9628,302,3%,58,0,0,359,13%,312,2.17,,Dec 2021,540133,,,,,
1031,13003,13701,-698,-5%,1013,0,0,315,41%,187,1.30,,Mar 2022,540133,,,,,
1032,-1611,-1483,-128,,328,0,0,201,22%,157,1.09,,Jun 2022,540133,,,,,
1033,22605,22869,-264,-1%,507,0,0,243,18%,200,1.39,,Sep 2022,540133,,,,,
1034,17426,17502,-76,-0%,352,0,0,277,20%,222,1.54,,Dec 2022,540133,,,,,
1035,10984,11400,-416,-4%,780,0,0,364,35%,235,1.64,,Mar 2023,540133,,,,,
1036,1355,1149,206,15%,17,14,49,159,35%,103,1.07,,Mar 2020,509480,,,,,
1037,931,843,88,9%,8,12,50,33,54%,15,0.16,,Jun 2020,509480,,,,,
1038,1743,1408,334,19%,23,11,54,293,24%,221,2.27,,Sep 2020,509480,,,,,
1039,2118,1703,415,20%,17,9,53,370,26%,275,2.83,,Dec 2020,509480,,,,,
1040,2026,1692,334,17%,15,12,54,283,26%,209,2.15,,Mar 2021,509480,,,,,
1041,1798,1561,238,13%,17,10,55,190,26%,140,1.45,,Jun 2021,509480,,,,,
1042,2225,1871,354,16%,13,13,56,298,27%,219,2.25,,Sep 2021,509480,,,,,
1043,2551,2159,392,15%,15,14,56,337,25%,253,2.60,,Dec 2021,509480,,,,,
1044,2188,1841,346,16%,24,15,60,296,26%,220,2.27,,Mar 2022,509480,,,,,
1045,2760,2355,405,15%,17,16,63,342,26%,254,2.61,,Jun 2022,509480,,,,,
1046,2671,2307,364,14%,16,24,62,293,25%,220,2.26,,Sep 2022,509480,,,,,
1047,2694,2344,350,13%,13,30,64,269,25%,201,2.07,,Dec 2022,509480,,,,,
1048,2444,2097,347,14%,15,29,74,258,28%,186,1.91,,Mar 2023,509480,,,,,
1049,1990,1744,247,12%,74,53,85,184,73%,49,0.80,,Mar 2020,532432,,,,,
1050,1032,1124,-92,-9%,-70,56,74,-292,15%,-247,-3.32,,Jun 2020,532432,,,,,
1051,2196,1906,290,13%,11,56,69,176,29%,125,1.78,,Sep 2020,532432,,,,,
1052,2673,2216,457,17%,39,43,79,374,25%,280,3.95,,Dec 2020,532432,,,,,
1053,2230,1834,396,18%,-5,33,77,281,28%,203,2.87,,Mar 2021,532432,,,,,
1054,1722,1533,188,11%,-38,25,74,51,2%,50,0.76,,Jun 2021,532432,,,,,
1055,2508,2038,469,19%,4,7,76,390,27%,286,4.02,,Sep 2021,532432,,,,,
1056,2947,2429,519,18%,0,39,76,404,27%,295,4.12,,Dec 2021,532432,,,,,
1057,2536,2104,432,17%,-97,16,77,241,26%,179,2.50,,Mar 2022,532432,,,,,
1058,2419,2047,372,15%,-12,22,83,254,-3%,261,3.66,,Jun 2022,532432,,,,,
1059,2911,2474,437,15%,389,21,66,739,26%,548,7.61,,Sep 2022,532432,,,,,
1060,2779,2407,372,13%,-127,24,65,155,-38%,214,2.95,,Dec 2022,532432,,,,,
1061,2503,2268,235,9%,0,36,69,130,21%,103,1.41,,Mar 2023,532432,,,,,
1062,4105,3585,519,13%,-16,232,157,115,29%,82,1.56,,Mar 2020,532343,,,,,
1063,1940,1869,71,4%,7,213,105,-241,24%,-183,-3.78,,Jun 2020,532343,,,,,
1064,5254,4624,631,12%,14,239,150,255,29%,181,3.79,,Sep 2020,532343,,,,,
1065,6095,5346,749,12%,15,221,150,393,26%,290,5.97,,Dec 2020,532343,,,,,
1066,6132,5354,778,13%,5,209,159,414,23%,319,6.53,,Mar 2021,532343,,,,,
1067,4689,4274,415,9%,-34,221,164,-3,-337%,-15,-0.22,,Jun 2021,532343,,,,,
1068,6483,5744,740,11%,8,223,182,343,32%,234,5.10,,Sep 2021,532343,,,,,
1069,6597,5828,770,12%,14,234,190,359,34%,237,5.21,,Dec 2021,532343,,,,,
1070,6585,5760,826,13%,12,263,207,368,25%,275,5.84,,Mar 2022,532343,,,,,
1071,7316,6420,896,12%,31,292,199,436,32%,297,6.43,,Jun 2022,532343,,,,,
1072,8561,7490,1071,13%,30,338,212,550,32%,373,8.13,,Sep 2022,532343,,,,,
1073,8066,7055,1011,13%,8,339,216,464,35%,304,6.33,,Dec 2022,532343,,,,,
1074,8031,6982,1049,13%,67,398,232,486,31%,336,7.07,,Mar 2023,532343,,,,,
1075,10229,9914,316,3%,8,84,68,172,35%,111,9.71,,Dec 2020,543458,,,,,
1076,10672,10320,352,3%,26,111,66,202,-46%,295,25.81,,Mar 2021,543458,,,,,
1077,11312,10933,379,3%,57,142,68,226,26%,168,1.47,,Jun 2021,543458,,,,,
1078,13008,12583,425,3%,24,144,69,237,26%,176,1.54,,Sep 2021,543458,,,,,
1079,13763,13256,507,4%,26,138,73,322,25%,241,2.11,,Dec 2021,543458,,,,,
1080,14230,13816,414,3%,61,101,75,299,25%,223,1.72,,Mar 2022,543458,,,,,
1081,14017,13620,396,3%,51,144,77,227,25%,170,1.31,,Jun 2022,543458,,,,,
1082,13410,13152,258,2%,58,151,81,85,27%,62,0.48,,Sep 2022,543458,,,,,
1083,14714,14091,623,4%,76,237,81,381,27%,277,2.13,,Dec 2022,543458,,,,,
1084,13122,12782,339,3%,71,197,81,132,26%,98,0.75,,Mar 2023,543458,,,,,
1085,,3431,,,1406,3241,0,339,51%,166,0.16,,Mar 2020,500116,5605,-1067,-19%,,
1086,,2369,,,1052,3122,0,464,65%,164,0.15,,Jun 2020,500116,4903,-588,-12%,,
1087,,1940,,,922,2993,0,684,51%,337,0.32,,Sep 2020,500116,4695,-238,-5%,,
1088,,2437,,,1483,2753,0,870,54%,399,0.37,,Dec 2020,500116,4577,-613,-13%,,
1089,,3978,,,1197,2540,0,467,-17%,631,0.59,,Mar 2021,500116,5787,-730,-13%,,
1090,,3244,,,1767,2408,0,1035,42%,605,0.56,,Jun 2021,500116,4920,-732,-15%,,
1091,,2095,,,1030,2298,0,795,27%,594,0.55,,Sep 2021,500116,4158,-235,-6%,,
1092,,2592,,,1200,2240,0,997,40%,618,0.57,,Dec 2021,500116,4629,-203,-4%,,
1093,,2463,,,923,2175,0,893,18%,740,0.68,,Mar 2022,500116,4608,-30,-1%,,
1094,,2571,,,1190,2144,0,1114,31%,773,0.71,,Jun 2022,500116,4639,-77,-2%,,
1095,,2430,,,1058,2238,0,1384,45%,782,0.72,,Sep 2022,500116,4994,326,7%,,
1096,,2563,,,923,2304,0,1286,27%,950,0.88,,Dec 2022,500116,5230,363,7%,,
1097,,3167,,,1404,2445,0,1521,21%,1223,1.13,,Mar 2023,500116,5729,118,2%,,
1098,1966,1426,540,27%,53,111,163,319,21%,251,7.42,,Dec 2019,500420,,,,,
1099,1946,1398,548,28%,15,102,168,293,-7%,314,9.28,,Mar 2020,500420,,,,,
1100,2056,1395,661,32%,4,102,161,402,20%,321,9.49,,Jun 2020,500420,,,,,
1101,2017,1382,635,31%,6,92,165,384,19%,310,9.16,,Sep 2020,500420,,,,,
1102,1995,1388,607,30%,8,91,167,357,17%,297,8.78,,Dec 2020,500420,,,,,
1103,1937,1355,582,30%,39,73,165,383,15%,324,9.57,,Mar 2021,500420,,,,,
1104,2134,1457,677,32%,40,68,165,484,32%,330,9.75,,Jun 2021,500420,,,,,
1105,2137,1477,660,31%,51,71,168,472,33%,316,9.34,,Sep 2021,500420,,,,,
1106,2108,1570,538,26%,48,62,167,357,30%,249,7.36,,Dec 2021,500420,,,,,
1107,2131,1570,561,26%,-429,57,162,-87,-36%,-118,-3.49,,Mar 2022,500420,,,,,
1108,2347,1635,712,30%,30,55,155,532,33%,354,10.46,,Jun 2022,500420,,,,,
1109,2291,1612,679,30%,16,69,163,463,33%,312,9.22,,Sep 2022,500420,,,,,
1110,2491,1767,724,29%,-10,102,193,419,32%,283,8.36,,Dec 2022,500420,,,,,
1111,616,719,-103,-17%,-151,83,41,-377,24%,-288,-4.52,,Mar 2020,500093,,,,,
1112,363,476,-113,-31%,-3,82,40,-237,-11%,-263,-3.87,,Jun 2020,500093,,,,,
1113,664,608,56,8%,168,76,32,116,6%,109,1.76,,Sep 2020,500093,,,,,
1114,820,723,97,12%,1242,14,34,1291,67%,425,3.22,,Dec 2020,500093,,,,,
1115,1118,1057,61,5%,255,26,33,258,-285%,993,7.42,,Mar 2021,500093,,,,,
1116,1050,945,105,10%,11,17,28,71,23%,55,0.40,,Jun 2021,500093,,,,,
1117,1454,1283,171,12%,107,17,25,236,15%,202,1.49,,Sep 2021,500093,,,,,
1118,1551,1343,208,13%,423,17,25,589,8%,545,4.03,,Dec 2021,500093,,,,,
1119,1485,1319,166,11%,12,17,23,139,20%,112,0.77,,Mar 2022,500093,,,,,
1120,1665,1473,192,12%,10,5,24,173,25%,130,0.85,,Jun 2022,500093,,,,,
1121,1696,1437,260,15%,11,5,25,241,26%,179,1.17,,Sep 2022,500093,,,,,
1122,1752,1475,277,16%,60,4,23,310,26%,228,1.49,,Dec 2022,500093,,,,,
1123,1903,1627,275,14%,199,2,25,447,5%,426,2.79,,Mar 2023,500093,,,,,
1124,2237,1895,341,15%,-157,5,116,64,-27%,81,27.51,,Mar 2020,500530,,,,,
1125,992,1094,-102,-10%,-24,2,73,-201,40%,-120,-40.84,,Jun 2020,500530,,,,,
1126,2479,2191,288,12%,-299,1,80,-91,29%,-65,-21.97,,Sep 2020,500530,,,,,
1127,3030,2672,358,12%,-35,7,97,219,15%,186,62.98,,Dec 2020,500530,,,,,
1128,3218,2599,619,19%,117,4,92,640,25%,482,163.43,,Mar 2021,500530,,,,,
1129,2444,2137,307,13%,99,3,67,335,23%,260,88.09,,Jun 2021,500530,,,,,
1130,2918,2560,358,12%,124,2,83,398,6%,372,126.13,,Sep 2021,500530,,,,,
1131,3109,2752,358,12%,80,17,85,336,30%,235,79.64,,Dec 2021,500530,,,,,
1132,3311,2870,441,13%,87,7,89,432,19%,351,118.87,,Mar 2022,500530,,,,,
1133,3544,3095,450,13%,57,4,65,438,24%,334,113.31,,Jun 2022,500530,,,,,
1134,3662,3230,431,12%,150,2,92,487,24%,372,126.26,,Sep 2022,500530,,,,,
1135,3660,3256,404,11%,131,2,108,425,25%,319,108.13,,Dec 2022,500530,,,,,
1136,4063,3541,522,13%,136,5,121,533,25%,399,135.28,,Mar 2023,500530,,,,,
1137,266,347,-81,-30%,18,2,35,-100,0%,-100,-2955.29,,Jun 2020,543320,,,,,
1138,426,548,-122,-29%,-71,2,35,-230,0%,-230,-6565.63,,Sep 2020,543320,,,,,
1139,609,720,-111,-18%,-205,2,34,-351,-0%,-353,-10082.93,,Dec 2020,543320,,,,,
1140,692,846,-154,-22%,58,4,35,-134,0%,-134,-3721.19,,Mar 2021,543320,,,,,
1141,844,1221,-376,-45%,56,3,36,-359,-0%,-361,-0.53,,Jun 2021,543320,,,,,
1142,1024,1560,-536,-52%,142,3,38,-435,0%,-435,-0.55,,Sep 2021,543320,,,,,
1143,1112,1601,-489,-44%,464,3,39,-67,0%,-67,-0.08,,Dec 2021,543320,,,,,
1144,1212,1662,-450,-37%,130,2,38,-359,-0%,-360,-0.46,,Mar 2022,543320,,,,,
1145,1414,1722,-308,-22%,168,5,42,-186,0%,-186,-0.24,,Jun 2022,543320,,,,,
1146,1661,1973,-311,-19%,170,12,107,-260,4%,-251,-0.29,,Sep 2022,543320,,,,,
1147,1948,2314,-366,-19%,173,16,155,-364,5%,-347,-0.41,,Dec 2022,543320,,,,,
1148,2056,2281,-225,-11%,171,16,134,-204,8%,-188,-0.22,,Mar 2023,543320,,,,,
1149,991,847,144,15%,382,-7,79,453,15%,386,0.81,,Mar 2020,517334,,,,,
1150,278,381,-103,-37%,12,14,50,-156,20%,-125,-0.26,,Jun 2020,517334,,,,,
1151,996,856,139,14%,97,21,50,165,8%,152,0.32,,Sep 2020,517334,,,,,
1152,1127,967,160,14%,186,31,49,267,7%,249,0.53,,Dec 2020,517334,,,,,
1153,1269,1095,174,14%,193,24,49,294,17%,245,0.52,,Mar 2021,517334,,,,,
1154,1114,989,125,11%,147,24,50,198,9%,181,0.38,,Jun 2021,517334,,,,,
1155,1279,1150,129,10%,356,27,50,408,7%,378,0.80,,Sep 2021,517334,,,,,
1156,1321,1189,132,10%,188,31,52,238,12%,208,0.44,,Dec 2021,517334,,,,,
1157,1697,1415,282,17%,270,59,53,440,10%,397,0.59,,Mar 2022,517334,,,,,
1158,1618,1474,144,9%,87,30,56,145,17%,120,0.18,,Jun 2022,517334,,,,,
1159,1811,1604,207,11%,145,22,56,273,22%,214,0.32,,Sep 2022,517334,,,,,
1160,1820,1597,223,12%,228,28,58,366,9%,334,0.49,,Dec 2022,517334,,,,,
1161,2067,1861,206,10%,45,65,62,124,15%,106,0.16,,Mar 2023,517334,,,,,
1162,,8307,,,2618,9360,0,-843,29%,-795,-1.22,,Mar 2020,532461,14206,-3461,-24%,,
1163,,9949,,,3862,13949,0,829,43%,591,0.57,,Jun 2020,532461,20865,-3033,-15%,,
1164,,10001,,,2319,12745,0,939,42%,608,0.61,,Sep 2020,532461,21366,-1380,-6%,,
1165,,10171,,,2751,12135,0,1076,46%,781,0.71,,Dec 2020,532461,20632,-1675,-8%,,
1166,,8720,,,2568,11975,0,939,42%,715,0.67,,Mar 2021,532461,19066,-1629,-9%,,
1167,,9776,,,3879,11843,0,1497,28%,1184,1.06,,Jun 2021,532461,19237,-2382,-12%,,
1168,,8922,,,3262,11786,0,889,-35%,1127,1.00,,Sep 2021,532461,18335,-2373,-13%,,
1169,,8839,,,2696,11697,0,1739,34%,1249,1.14,,Dec 2021,532461,19579,-957,-5%,,
1170,,9384,,,2261,11497,0,470,48%,348,0.31,,Mar 2022,532461,19090,-1791,-9%,,
1171,,9523,,,2384,11443,0,562,46%,271,0.26,,Jun 2022,532461,19144,-1822,-10%,,
1172,,10493,,,2704,12172,0,626,42%,496,0.45,,Sep 2022,532461,20588,-2077,-10%,,
1173,,11578,,,3325,13513,0,1043,37%,715,0.64,,Dec 2022,532461,22808,-2282,-10%,,
1174,,10813,,,3827,14690,0,2630,34%,1876,1.69,,Mar 2023,532461,24305,-1197,-5%,,
1175,6334,5660,673,11%,157,10,183,638,4%,614,30.27,,Mar 2020,500182,,,,,
1176,2969,2852,117,4%,152,12,179,78,26%,58,2.96,,Jun 2020,500182,,,,,
1177,9473,8165,1308,14%,147,11,183,1261,24%,964,47.98,,Sep 2020,500182,,,,,
1178,9827,8478,1349,14%,206,11,180,1364,25%,1029,51.02,,Dec 2020,500182,,,,,
1179,8690,7463,1227,14%,106,13,174,1147,23%,885,44.10,,Mar 2021,500182,,,,,
1180,5503,5119,384,7%,145,13,173,343,25%,256,12.82,,Jun 2021,500182,,,,,
1181,8539,7516,1023,12%,158,14,174,993,25%,748,37.32,,Sep 2021,500182,,,,,
1182,8013,7030,983,12%,140,13,174,936,25%,704,35.22,,Dec 2021,500182,,,,,
1183,7497,6661,836,11%,131,13,168,786,21%,621,30.60,,Mar 2022,500182,,,,,
1184,8448,7527,920,11%,56,14,173,789,26%,586,29.55,,Jun 2022,500182,,,,,
1185,9158,8096,1062,12%,94,48,173,936,27%,682,34.45,,Sep 2022,500182,,,,,
1186,8118,7177,942,12%,265,24,172,1011,29%,721,36.33,,Dec 2022,500182,,,,,
1187,8434,7345,1089,13%,238,19,180,1128,28%,811,40.29,,Mar 2023,500182,,,,,
1188,,9818,,,3036,8730,0,-3263,2%,-3207,-31.16,,Mar 2020,532483,12249,-6299,-51%,8.24%,4.23%
1189,,10285,,,4463,11942,0,487,11%,487,3.29,,Jun 2020,532483,18251,-3976,-22%,8.87%,3.95%
1190,,10602,,,4696,11388,0,648,28%,480,3.21,,Sep 2020,532483,17942,-4047,-23%,8.26%,3.42%
1191,,12143,,,6919,11128,0,1105,33%,766,4.55,,Dec 2020,532483,17457,-5814,-33%,7.48%,2.65%
1192,,10926,,,6694,10725,0,1641,35%,1224,7.26,,Mar 2021,532483,16598,-5053,-30%,8.94%,3.82%
1193,,10446,,,5951,10627,0,1947,44%,1191,7.50,,Jun 2021,532483,17068,-4004,-23%,8.52%,3.46%
1194,,11066,,,6540,10791,0,2019,45%,1194,7.25,,Sep 2021,532483,17336,-4521,-26%,8.44%,3.21%
1195,,8386,,,3506,10761,0,2341,30%,1712,9.13,,Dec 2021,532483,17982,-1165,-6%,7.81%,2.87%
1196,,10824,,,6292,10856,0,2839,31%,2061,10.58,,Mar 2022,532483,18227,-3453,-19%,7.51%,2.65%
1197,,9382,,,5202,11396,0,2961,30%,2193,12.02,,Jun 2022,532483,18537,-2241,-12%,6.99%,2.48%
1198,,11326,,,6876,12681,0,3351,23%,2730,14.91,,Sep 2022,532483,20482,-3525,-17%,6.37%,2.19%
1199,,10831,,,5777,13622,0,3886,25%,3058,16.72,,Dec 2022,532483,22561,-1891,-8%,5.90%,1.96%
1200,,12253,,,7470,15292,0,4229,24%,3364,18.39,,Mar 2023,532483,24304,-3241,-13%,5.35%,1.73%
1201,248,228,20,8%,27,25,12,10,0%,53,0.99,,Mar 2020,543220,,,,,
1202,256,281,-24,-10%,-214,35,26,-300,3%,-314,-3.47,,Jun 2020,543220,,,,,
1203,651,564,87,13%,40,53,52,22,25%,17,0.18,,Sep 2020,543220,,,,,
1204,796,635,160,20%,40,46,48,105,14%,90,1.00,,Dec 2020,543220,,,,,
1205,802,634,168,21%,29,45,48,104,33%,70,0.72,,Mar 2021,543220,,,,,
1206,1000,756,244,24%,26,27,54,190,23%,147,1.52,,Jun 2021,543220,,,,,
1207,1018,779,239,23%,23,27,54,182,20%,145,1.50,,Sep 2021,543220,,,,,
1208,976,728,247,25%,46,25,55,213,11%,190,1.96,,Dec 2021,543220,,,,,
1209,937,729,209,22%,26,22,58,154,20%,124,1.28,,Mar 2022,543220,,,,,
1210,1066,802,264,25%,32,22,57,216,20%,173,1.78,,Jun 2022,543220,,,,,
1211,1137,818,319,28%,26,22,58,265,-72%,457,4.72,,Sep 2022,543220,,,,,
1212,1142,828,314,28%,45,20,57,281,21%,222,2.29,,Dec 2022,543220,,,,,
1213,1215,874,340,28%,40,20,60,301,17%,251,2.58,,Mar 2023,543220,,,,,
1214,1063,855,208,20%,78,85,103,98,32%,76,0.56,,Mar 2020,500850,,,,,
1215,144,410,-266,-185%,118,88,100,-336,21%,-313,-2.12,,Jun 2020,500850,,,,,
1216,257,407,-150,-59%,87,97,103,-263,16%,-252,-1.74,,Sep 2020,500850,,,,,
1217,560,577,-17,-3%,83,112,102,-148,21%,-133,-0.90,,Dec 2020,500850,,,,,
1218,615,544,71,12%,37,106,104,-102,12%,-98,-0.69,,Mar 2021,500850,,,,,
1219,345,493,-149,-43%,46,110,103,-315,14%,-302,-2.10,,Jun 2021,500850,,,,,
1220,728,656,73,10%,13,114,102,-130,9%,-131,-0.91,,Sep 2021,500850,,,,,
1221,1111,789,322,29%,12,125,100,109,21%,96,0.58,,Dec 2021,500850,,,,,
1222,872,713,159,18%,99,79,102,77,-3%,72,0.52,,Mar 2022,500850,,,,,
1223,1266,888,378,30%,18,62,103,231,28%,181,1.20,,Jun 2022,500850,,,,,
1224,1233,939,294,24%,37,60,103,169,26%,130,0.86,,Sep 2022,500850,,,,,
1225,1686,1089,597,35%,58,57,103,495,23%,404,2.69,,Dec 2022,500850,,,,,
1226,1625,1090,535,33%,29,57,108,400,24%,339,2.31,,Mar 2023,500850,,,,,
1227,843,794,49,6%,43,62,67,-37,109%,3,0.36,,Mar 2020,500251,,,,,
1228,248,411,-163,-65%,55,60,64,-232,21%,-184,-4.99,,Jun 2020,500251,,,,,
1229,585,601,-16,-3%,36,60,63,-103,24%,-79,-2.01,,Sep 2020,500251,,,,,
1230,854,682,171,20%,45,64,63,90,29%,64,2.08,,Dec 2020,500251,,,,,
1231,906,801,105,12%,67,64,68,40,56%,17,0.82,,Mar 2021,500251,,,,,
1232,492,557,-65,-13%,41,71,69,-164,16%,-138,-3.56,,Jun 2021,500251,,,,,
1233,1178,968,210,18%,57,75,73,119,33%,80,2.60,,Sep 2021,500251,,,,,
1234,1499,1226,273,18%,42,77,80,157,28%,114,3.93,,Dec 2021,500251,,,,,
1235,1329,1204,125,9%,44,81,89,-1,"-1,530%",-21,0.00,,Mar 2022,500251,,,,,
1236,1803,1512,292,16%,78,95,127,147,22%,115,3.67,,Jun 2022,500251,,,,,
1237,1953,1697,256,13%,84,91,112,137,42%,79,2.62,,Sep 2022,500251,,,,,
1238,2303,1980,323,14%,91,91,118,204,24%,155,4.70,,Dec 2022,500251,,,,,
1239,2183,1980,203,9%,89,92,137,64,29%,45,1.52,,Mar 2023,500251,,,,,
1240,2882,2598,284,10%,87,0,0,371,24%,282,6.20,,Mar 2020,540716,,,,,
1241,2832,2313,519,18%,12,0,0,531,25%,398,8.76,,Jun 2020,540716,,,,,
1242,2995,2453,542,18%,12,0,0,555,25%,416,9.15,,Sep 2020,540716,,,,,
1243,3193,2781,413,13%,6,0,0,418,25%,314,6.90,,Dec 2020,540716,,,,,
1244,3163,3178,-15,-0%,466,0,0,450,23%,346,7.60,,Mar 2021,540716,,,,,
1245,4023,3775,248,6%,11,0,0,258,25%,194,4.27,,Jun 2021,540716,,,,,
1246,3976,3388,588,15%,6,0,0,594,25%,447,9.11,,Sep 2021,540716,,,,,
1247,4007,3598,409,10%,12,0,0,421,25%,318,6.47,,Dec 2021,540716,,,,,
1248,4020,4391,-371,-9%,781,0,0,410,24%,313,6.37,,Mar 2022,540716,,,,,
1249,4129,3684,445,11%,20,0,0,465,25%,349,7.11,,Jun 2022,540716,,,,,
1250,4669,4095,574,12%,36,0,0,610,3%,591,12.02,,Sep 2022,540716,,,,,
1251,4559,4105,454,10%,11,0,0,465,24%,353,7.18,,Dec 2022,540716,,,,,
1252,4519,4874,-355,-8%,928,0,0,573,24%,437,8.90,,Mar 2023,540716,,,,,
1253,11141,9237,1904,17%,-127,187,595,995,21%,784,8.08,,Mar 2020,512070,,,,,
1254,7833,6001,1832,23%,42,551,522,801,18%,653,7.21,,Jun 2020,512070,,,,,
1255,8939,7278,1661,19%,-136,343,533,649,17%,537,6.06,,Sep 2020,512070,,,,,
1256,9126,6931,2195,24%,145,745,542,1053,10%,944,10.39,,Dec 2020,512070,,,,,
1257,12796,10145,2651,21%,29,421,576,1683,19%,1361,13.91,,Mar 2021,512070,,,,,
1258,8515,6745,1770,21%,-15,607,551,597,-25%,749,8.86,,Jun 2021,512070,,,,,
1259,10567,8636,1931,18%,17,359,566,1023,24%,774,8.30,,Sep 2021,512070,,,,,
1260,11297,8853,2444,22%,31,529,600,1346,12%,1179,12.25,,Dec 2021,512070,,,,,
1261,15861,12481,3380,21%,62,800,642,2000,13%,1735,18.05,,Mar 2022,512070,,,,,
1262,10821,8675,2146,20%,25,519,588,1064,6%,1005,11.68,,Jun 2022,512070,,,,,
1263,12507,10090,2417,19%,35,644,608,1200,19%,969,10.84,,Sep 2022,512070,,,,,
1264,13679,10795,2884,21%,129,894,624,1495,9%,1360,14.48,,Dec 2022,512070,,,,,
1265,16569,13847,2722,16%,302,906,727,1391,22%,1080,10.55,,Mar 2023,512070,,,,,
1266,6795,5065,1730,25%,139,890,649,330,7%,306,3.98,,Mar 2020,532286,,,,,
1267,6518,4708,1810,28%,6,834,606,376,36%,240,1.54,,Jun 2020,532286,,,,,
1268,8149,5754,2395,29%,146,701,612,1228,27%,897,8.20,,Sep 2020,532286,,,,,
1269,9281,5357,3923,42%,318,643,608,2990,14%,2567,22.10,,Dec 2020,532286,,,,,
1270,10594,6359,4234,40%,-11,576,588,3059,30%,2139,19.30,,Mar 2021,532286,,,,,
1271,10610,8572,2037,19%,34,561,602,908,98%,14,0.40,,Jun 2021,532286,,,,,
1272,13612,9018,4594,34%,98,482,610,3601,26%,2678,25.33,,Sep 2021,532286,,,,,
1273,12525,9215,3310,26%,255,472,613,2480,25%,1866,15.85,,Dec 2021,532286,,,,,
1274,14339,11270,3070,21%,276,373,272,2701,18%,2207,14.81,,Mar 2022,532286,,,,,
1275,13045,9607,3439,26%,866,364,596,3344,17%,2771,19.54,,Jun 2022,532286,,,,,
1276,13521,11590,1931,14%,-898,365,614,54,-304%,219,1.96,,Sep 2022,532286,,,,,
1277,12452,10075,2377,19%,-361,346,608,1062,51%,518,5.08,,Dec 2022,532286,,,,,
1278,13692,11505,2187,16%,-138,371,873,805,42%,466,4.53,,Mar 2023,532286,,,,,
